city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,luena,-11.78,19.92,61.09,39,0,4.27,AO,1593452827
299,tasiilaq,65.61,-37.64,48.2,76,75,6.93,GL,1593452573
300,pianco,-7.2,-37.93,87.48,40,94,6.02,BR,1593452827
301,cherskiy,68.75,161.3,38.44,77,30,14.2,RU,1593452828
302,bardiyah,31.76,25.09,74.12,79,0,16.89,LY,1593452828
303,conway,35.09,-92.44,77.0,94,90,14.99,US,1593452700
304,ayan,56.45,138.17,47.25,90,0,5.86,RU,1593452612
305,coquimbo,-29.95,-71.34,53.6,100,90,8.05,CL,1593452536
306,nikolskoye,59.7,30.79,71.6,46,89,8.95,RU,1593452828
307,yelizovo,53.19,158.38,44.6,100,100,4.47,RU,1593452829
308,pinega,64.7,43.39,48.58,72,98,2.59,RU,1593452829
309,bonfim,3.08,-59.95,85.06,67,68,1.63,BR,1593452829
310,shipunovo,52.16,82.22,62.28,43,0,10.76,RU,1593452830
311,irituia,-1.77,-47.44,83.79,86,40,3.53,BR,1593452830
312,mikhaylov,54.23,39.02,57.81,79,0,5.91,RU,1593452830
313,sheridan,44.83,-106.92,64.0,72,90,10.29,US,1593452830
314,akureyri,65.68,-18.09,50.0,76,75,14.99,IS,1593452830
315,wilmington island,32.0,-80.97,98.01,49,40,14.99,US,1593452830
316,bella vista,36.43,-94.23,81.0,83,90,14.99,US,1593452830
317,lasa,46.62,10.7,62.6,63,40,5.82,IT,1593452831
318,southbridge,42.08,-72.03,75.0,74,91,1.99,US,1593452831
319,takoradi,4.88,-1.76,77.02,85,93,13.6,GH,1593452831
320,werda,-25.27,23.28,54.91,38,0,5.91,BW,1593452831
321,pacific grove,36.62,-121.92,66.99,63,1,4.7,US,1593452670
322,padang,-0.95,100.35,79.11,79,95,3.87,ID,1593452831
323,kindersley,51.47,-109.17,60.8,93,90,5.82,CA,1593452714
324,marau,-28.45,-52.2,55.81,89,100,8.21,BR,1593452659
325,verkh-chebula,56.03,87.62,54.55,80,26,7.74,RU,1593452832
326,alyangula,-13.85,136.42,60.8,93,0,7.18,AU,1593452832
327,altea,38.6,-0.05,90.0,70,3,5.5,ES,1593452832
328,north platte,41.12,-100.77,86.0,58,20,12.75,US,1593452602
329,aksarayskiy,46.79,48.01,77.0,47,81,13.42,RU,1593452833
330,tuatapere,-46.13,167.68,39.0,83,96,3.0,NZ,1593452833
331,nantucket,41.28,-70.1,77.0,88,90,3.36,US,1593452593
332,port hedland,-20.32,118.57,59.0,82,6,6.93,AU,1593452833
333,normandin,48.83,-72.53,71.6,78,40,3.36,CA,1593452833
334,huarmey,-10.07,-78.15,69.71,64,72,12.66,PE,1593452580
335,karratha,-20.74,116.85,69.94,52,26,8.23,AU,1593452749
336,kungurtug,50.6,97.52,54.63,71,0,2.35,RU,1593452834
337,galle,6.04,80.22,81.82,85,100,15.35,LK,1593452834
338,angoche,-16.23,39.91,74.34,81,0,7.52,MZ,1593452835
339,ostrovnoy,68.05,39.51,43.66,75,34,4.29,RU,1593452835
340,mount darwin,-16.77,31.58,65.91,40,4,3.51,ZW,1593452835
341,diebougou,10.97,-3.25,93.43,36,37,3.29,BF,1593452835
342,tamandare,-8.76,-35.1,79.5,72,62,9.51,BR,1593452600
343,la ronge,55.1,-105.28,59.0,77,90,10.29,CA,1593452835
344,udarnyy,54.34,42.86,53.02,81,9,4.92,RU,1593452836
345,ilulissat,69.22,-51.1,39.2,86,90,5.82,GL,1593452569
346,novikovo,51.15,37.89,65.7,86,0,10.36,RU,1593452836
347,bandarbeyla,9.49,50.81,80.87,72,15,32.3,SO,1593452836
348,sadon,42.85,44.0,69.8,49,80,8.95,RU,1593452836
349,nalut,30.33,10.85,98.29,11,0,13.62,LY,1593452836
350,bang sai,14.21,100.5,84.99,79,20,4.7,TH,1593452837
351,campestre,-21.71,-46.25,66.34,71,100,7.78,BR,1593452837
352,la libertad,-2.23,-80.9,75.2,83,75,11.41,EC,1593452837
353,santiago,-33.46,-70.65,46.4,81,75,13.87,CL,1593452711
354,guerrero negro,27.98,-114.06,72.54,57,44,9.8,MX,1593452837
355,los llanos de aridane,28.66,-17.92,73.4,83,40,16.11,ES,1593452837
356,delijan,33.99,50.68,79.86,19,0,6.58,IR,1593452838
357,lodwar,3.12,35.6,90.82,28,11,7.96,KE,1593452838
358,mount isa,-20.73,139.5,51.8,62,2,5.82,AU,1593452838
359,honningsvag,70.98,25.97,44.6,65,75,21.92,NO,1593452838
360,churapcha,62.0,132.43,62.69,58,19,4.41,RU,1593452838
361,xam nua,20.42,104.04,69.78,87,75,2.46,LA,1593452838
362,galveston,29.37,-94.97,89.6,70,90,19.46,US,1593452631
363,longyearbyen,78.22,15.64,41.0,75,75,8.05,SJ,1593452589
364,grindavik,63.84,-22.43,55.4,87,40,17.22,IS,1593452600
365,maldonado,-34.67,-54.92,57.2,67,75,16.11,UY,1593452839
366,salisbury,51.07,-1.8,62.6,55,75,21.92,GB,1593452839
367,kidal,18.44,1.41,101.03,7,5,7.67,ML,1593452597
368,nurobod,40.91,69.8,78.8,24,90,4.7,UZ,1593452839
369,looc,12.26,121.99,81.91,79,81,7.72,PH,1593452839
370,peniche,39.36,-9.38,75.0,74,0,13.0,PT,1593452840
371,yar-sale,66.83,70.83,51.12,91,83,5.14,RU,1593452840
372,moose factory,51.26,-80.61,77.0,65,1,11.41,CA,1593452840
373,tura,25.52,90.22,75.04,96,56,3.85,IN,1593452840
374,motygino,58.18,94.76,55.99,88,94,6.15,RU,1593452840
375,kamenka,51.32,42.77,68.0,85,10,9.44,RU,1593452840
376,cuenca,-2.88,-78.98,60.8,77,90,8.05,EC,1593452841
377,suez,29.97,32.53,79.86,52,0,17.94,EG,1593452736
378,khani,41.96,42.96,75.2,73,40,8.05,GE,1593452841
379,naica,27.85,-105.48,86.67,25,59,7.76,MX,1593452841
380,bougouni,11.42,-7.48,91.09,41,26,3.6,ML,1593452841
381,mizan teferi,6.98,35.58,62.42,92,92,2.73,ET,1593452842
382,hamilton,39.18,-84.53,88.0,72,87,1.99,US,1593452842
383,morondava,-20.28,44.28,74.82,74,0,14.85,MG,1593452842
384,wanaka,-44.7,169.15,32.34,91,10,4.21,NZ,1593452842
385,lompoc,34.64,-120.46,68.0,59,36,6.76,US,1593452842
386,pontianak,-0.03,109.33,76.41,93,19,1.68,ID,1593452842
387,nenjiang,49.18,125.22,59.85,91,29,4.5,CN,1593452843
388,kruisfontein,-34.0,24.73,58.66,84,78,15.79,ZA,1593452843
389,perry,37.25,-83.2,77.0,83,90,3.36,US,1593452642
390,ojinaga,29.57,-104.42,95.0,20,1,11.41,MX,1593452843
391,whitehorse,60.72,-135.05,48.99,87,90,3.98,CA,1593452714
392,gizo,-8.1,156.84,81.61,72,46,2.91,SB,1593452843
393,anadyr,64.75,177.48,41.0,93,75,2.24,RU,1593452843
394,colares,38.8,-9.45,77.0,64,20,27.51,PT,1593452844
395,katsuyama,36.06,136.5,69.8,83,75,3.36,JP,1593452844
396,turukhansk,65.82,87.98,58.66,56,66,11.45,RU,1593452844
397,kemijarvi,66.71,27.43,67.03,53,69,6.98,FI,1593452844
398,flin flon,54.77,-101.86,57.2,82,90,6.93,CA,1593452844
399,libertador general san martin,-23.81,-64.79,75.79,23,0,4.12,AR,1593452844
400,sao jose da coroa grande,-8.9,-35.15,79.3,73,55,9.64,BR,1593452845
401,faya,18.39,42.45,78.8,61,20,6.93,SA,1593452607
402,maloy,61.94,5.11,62.01,72,40,8.05,NO,1593452845
403,tahta,26.77,31.5,95.0,20,0,16.11,EG,1593452845
404,sayyan,15.17,44.32,67.73,50,86,2.91,YE,1593452734
405,salta,-24.79,-65.41,64.4,39,0,3.36,AR,1593452609
406,airai,-8.93,125.41,55.67,100,81,3.42,TL,1593452846
407,nipawin,53.37,-104.0,60.8,87,90,11.41,CA,1593452846
408,camacha,33.08,-16.33,73.4,78,40,14.99,PT,1593452846
409,castro,-24.79,-50.01,60.87,79,100,8.14,BR,1593452569
410,sao filipe,14.9,-24.5,79.21,59,0,18.59,CV,1593452846
411,sayanogorsk,53.09,91.4,55.13,89,100,3.36,RU,1593452846
412,verkhoyansk,67.54,133.38,56.59,43,74,4.07,RU,1593452847
413,gigante,2.39,-75.55,84.2,62,75,9.17,CO,1593452847
414,uglovka,58.24,33.51,60.17,69,46,5.01,RU,1593452847
415,saskylakh,71.92,114.08,77.59,39,0,8.12,RU,1593452847
416,ponta pora,-22.54,-55.73,68.0,77,75,20.8,BR,1593452847
417,fortuna,40.6,-124.16,64.0,72,1,12.75,US,1593452847
418,saint-augustin,51.23,-58.65,65.26,63,41,11.39,CA,1593452847
419,chamba,32.57,76.13,77.07,41,2,6.71,IN,1593452848
420,kiunga,-6.12,141.29,73.36,98,100,2.19,PG,1593452848
421,uruzgan,32.83,66.0,74.14,26,13,2.13,AF,1593452848
422,mareeba,-17.0,145.43,68.0,82,51,3.36,AU,1593452848
423,paamiut,61.99,-49.67,39.38,91,20,14.34,GL,1593452743
424,phan thiet,10.93,108.1,76.24,86,100,5.84,VN,1593452848
425,moissala,8.34,17.77,77.09,82,99,3.33,TD,1593452848
426,bathsheba,13.22,-59.52,87.8,66,40,16.11,BB,1593452849
427,holovyne,50.47,28.83,69.64,73,39,1.92,UA,1593452849
428,klyuchi,52.27,79.17,63.79,64,34,6.06,RU,1593452849
429,olga,43.74,135.29,51.6,93,75,2.62,RU,1593452849
430,labuhan,-6.88,112.21,77.09,84,20,7.65,ID,1593452850
431,lamar,33.67,-95.58,87.01,66,90,20.8,US,1593452850
432,kathmandu,27.72,85.32,71.6,94,75,2.24,NP,1593452649
433,hudson bay,52.85,-102.38,58.59,95,100,7.4,CA,1593452568
434,paka,4.64,103.44,77.0,88,100,3.36,MY,1593452850
435,kenora,49.82,-94.43,78.8,61,75,13.87,CA,1593452850
436,victoria,22.29,114.16,82.0,82,100,8.79,HK,1593452661
437,pitimbu,-7.47,-34.81,80.6,78,75,16.11,BR,1593452851
438,karoi,-16.81,29.69,61.9,46,0,1.43,ZW,1593452851
439,genhe,50.78,121.52,53.8,91,68,3.24,CN,1593452851
440,ende,-8.84,121.66,75.49,80,38,3.94,ID,1593452851
441,sri aman,1.24,111.46,77.0,94,80,2.24,MY,1593452852
442,corn island,12.17,-83.04,82.18,82,100,21.3,NI,1593452852
443,morant bay,17.88,-76.41,89.6,70,20,17.22,JM,1593452852
444,hanzhong,33.07,107.03,73.18,67,29,1.7,CN,1593452852
445,starosubkhangulovo,53.1,57.44,50.05,85,66,2.39,RU,1593452852
446,tiarei,-17.53,-149.33,73.4,83,20,4.7,PF,1593452853
447,springfield,37.22,-93.3,82.99,69,90,17.22,US,1593452853
448,chokurdakh,70.63,147.92,44.44,60,92,6.93,RU,1593452853
449,te anau,-45.42,167.72,38.98,85,84,2.35,NZ,1593452853
450,new iberia,30.0,-91.82,89.6,70,75,13.87,US,1593452853
451,baglung,28.27,83.59,70.79,79,49,1.86,NP,1593452853
452,kysyl-syr,63.9,122.76,65.61,65,21,4.47,RU,1593452854
453,chivay,-15.64,-71.6,56.98,23,1,6.93,PE,1593452854
454,cacador,-26.78,-51.02,59.36,68,80,8.7,BR,1593452854
455,kulhudhuffushi,6.62,73.07,83.17,80,71,14.88,MV,1593452854
456,palu,-0.89,119.87,74.41,78,92,2.98,ID,1593452854
457,sept-iles,50.2,-66.38,68.0,64,40,10.29,CA,1593452570
458,sioux lookout,50.1,-91.92,75.2,64,75,6.93,CA,1593452855
459,lewisburg,35.45,-86.79,88.0,66,40,8.05,US,1593452855
460,kalmunai,7.42,81.82,83.14,76,94,5.19,LK,1593452855
461,darnah,32.77,22.64,75.09,73,0,19.51,LY,1593452710
462,medicine hat,50.05,-110.67,57.99,100,90,9.17,CA,1593452596
463,mackenzie,55.3,-123.17,59.0,67,75,8.05,CA,1593452855
464,aygut,40.68,45.17,57.31,69,0,1.57,AM,1593452856
465,seoul,37.57,126.98,68.0,100,90,10.29,KR,1593452856
466,pagudpud,18.56,120.79,79.21,79,100,7.96,PH,1593452856
467,pangnirtung,66.15,-65.71,44.6,75,40,11.41,CA,1593452584
468,derzhavinsk,51.1,66.32,60.24,51,65,7.25,KZ,1593452856
469,floro,61.6,5.03,60.8,72,40,8.05,NO,1593452856
470,manubul,5.47,120.8,82.44,73,78,8.43,PH,1593452857
471,washington,47.5,-120.5,73.99,45,0,3.36,US,1593452706
472,puerto madryn,-42.77,-65.04,45.21,85,100,4.97,AR,1593452857
473,nelson bay,-32.72,152.15,48.99,100,74,4.7,AU,1593452857
474,warri,5.52,5.75,75.78,87,100,6.11,NG,1593452857
475,marawi,8.0,124.29,73.99,93,99,3.0,PH,1593452858
476,kabo,7.7,18.63,74.88,90,92,3.0,CF,1593452858
477,farafangana,-22.82,47.83,69.53,90,0,3.74,MG,1593452858
478,drovyanaya,51.58,113.03,59.0,93,99,2.24,RU,1593452858
479,kutum,14.2,24.67,82.92,32,82,4.45,SD,1593452858
480,noumea,-22.28,166.46,66.99,82,20,2.24,NC,1593452858
481,dolzhanskaya,46.63,37.8,75.0,100,36,11.01,RU,1593452858
482,kozhva,65.11,57.05,44.15,75,99,8.41,RU,1593452859
483,ylojarvi,61.56,23.6,62.01,93,100,5.82,FI,1593452859
484,kupang,-10.17,123.58,73.31,84,69,9.73,ID,1593452859
485,sembe,1.65,14.58,72.59,93,100,2.19,CG,1593452859
486,grand-lahou,5.14,-5.02,76.75,85,94,13.62,CI,1593452859
487,doha,25.29,51.53,95.0,56,7,5.82,QA,1593452859
488,wad rawah,15.16,33.14,99.12,12,49,3.65,SD,1593452860
489,masterton,-40.96,175.66,48.0,78,94,1.01,NZ,1593452860
490,riyadh,24.69,46.72,104.0,11,6,8.05,SA,1593452819
491,ambilobe,-13.2,49.05,71.4,83,52,2.17,MG,1593452860
492,pendra,22.77,81.95,82.38,69,92,3.62,IN,1593452860
493,sulya,12.57,75.38,77.0,100,75,5.82,IN,1593452860
494,karasburg,-28.02,18.75,53.2,43,0,11.34,NA,1593452860
495,betong,5.77,101.07,72.28,94,94,1.57,TH,1593452861
496,puerto leguizamo,-0.19,-74.78,81.12,86,50,2.51,CO,1593452861
497,las cruces,32.31,-106.78,87.01,23,1,18.34,US,1593452861
498,fortuna foothills,32.66,-114.41,88.0,26,1,10.29,US,1593452861
499,igrim,63.19,64.42,50.11,69,100,6.44,RU,1593452861
500,inhuma,-6.67,-41.71,82.71,52,47,8.99,BR,1593452862
501,quatre cocos,-20.21,57.76,69.8,88,40,4.7,MU,1593452862
502,yining,29.04,114.56,74.62,93,21,0.47,CN,1593452862
503,colomi,-17.35,-65.87,75.2,38,13,3.36,BO,1593452862
504,sokolo,14.73,-6.12,94.03,33,97,4.79,ML,1593452581
505,yatou,37.15,122.38,63.66,93,100,15.32,CN,1593452862
506,gavirate,45.84,8.72,90.0,41,6,1.01,IT,1593452862
507,nhulunbuy,-12.23,136.77,71.6,88,2,6.93,AU,1593452863
508,matadi,-5.82,13.45,77.9,63,82,10.09,CD,1593452863
509,cananea,30.95,-110.3,84.0,41,0,8.99,MX,1593452863
510,mwene-ditu,-7.0,23.45,74.86,36,2,3.58,CD,1593452863
511,zhezkazgan,47.8,67.71,72.16,37,63,3.78,KZ,1593452863
512,yigou,35.81,114.32,84.99,53,1,8.81,CN,1593452863
513,geldern,51.52,6.33,68.0,49,92,7.0,DE,1593452864
514,seymchan,62.88,152.43,52.02,85,100,10.25,RU,1593452864
515,pa sang,18.53,98.94,82.4,74,20,4.7,TH,1593452864
516,twin falls,42.56,-114.46,50.0,71,90,13.87,US,1593452743
517,wakkanai,45.41,141.67,54.39,85,100,11.12,JP,1593452864
518,puri,19.8,85.85,78.8,100,75,14.16,IN,1593452865
519,poum,-20.23,164.02,69.48,69,0,21.39,NC,1593452865
520,touros,-5.2,-35.46,82.4,65,75,11.41,BR,1593452865
521,nouakchott,18.09,-15.98,84.2,62,0,20.8,MR,1593452865
522,maceio,-9.67,-35.74,80.6,69,75,9.17,BR,1593452865
523,meulaboh,4.14,96.13,77.4,88,94,4.16,ID,1593452865
524,luganville,-15.53,167.17,75.06,86,95,14.41,VU,1593452866
525,pop,40.87,71.11,73.4,35,85,2.24,UZ,1593452866
526,wattegama,6.8,81.48,79.86,72,78,7.67,LK,1593452574
527,metro,-5.11,105.31,74.07,91,56,2.95,ID,1593452866
528,hearst,49.68,-83.67,90.23,24,0,5.32,CA,1593452866
529,budogoshch,59.28,32.47,63.59,64,77,5.1,RU,1593452866
530,sterling,39.01,-77.43,87.01,48,40,11.41,US,1593452867
531,gravelbourg,49.88,-106.55,59.32,92,100,9.93,CA,1593452867
532,novomykolayivka,47.98,35.91,80.01,61,13,6.42,UA,1593452867
533,severo-yeniseyskiy,60.37,93.04,50.54,97,100,1.39,RU,1593452867
534,agua verde,22.9,-106.05,91.4,52,40,10.29,MX,1593452867
535,jerantut,3.94,102.36,75.15,93,100,0.18,MY,1593452868
536,hastings,50.86,0.57,62.01,67,93,5.99,GB,1593452868
537,wageningen,51.97,5.67,66.2,45,90,16.11,NL,1593452864
538,saint-pierre,-21.34,55.48,69.8,77,13,3.36,RE,1593452868
539,makubetsu,45.37,141.82,53.76,84,100,9.73,JP,1593452868
540,fort nelson,58.81,-122.7,64.4,59,75,2.24,CA,1593452868
541,san cristobal,7.77,-72.22,91.4,38,40,28.86,VE,1593452869
542,ust-ilimsk,58.0,102.66,62.74,65,49,0.22,RU,1593452869
543,gewane,10.17,40.65,92.93,30,28,13.31,ET,1593452869
544,avera,33.19,-82.53,91.99,52,40,9.17,US,1593452574
545,kitimat,54.05,-128.65,55.4,87,75,14.99,CA,1593452869
546,sola,-13.88,167.55,77.97,88,100,22.3,VU,1593452869
547,ponnani,10.77,75.93,75.2,94,90,4.7,IN,1593452869
548,harper,4.38,-7.72,77.07,81,71,11.5,LR,1593452870
549,morehead,37.27,-87.18,89.6,66,1,3.36,US,1593452702
550,moctezuma,29.8,-109.67,86.61,41,27,14.41,MX,1593452870
551,shenjiamen,29.96,122.3,75.04,95,100,9.37,CN,1593452870
552,lerwick,60.15,-1.15,57.2,87,24,19.46,GB,1593452605
553,russell,32.35,-85.2,89.6,66,40,6.93,US,1593452870
554,buchanan,5.88,-10.05,80.6,83,75,4.7,LR,1593452870
555,nur,52.67,22.32,66.0,99,100,5.01,PL,1593452871
556,ferrol,43.48,-8.24,69.01,68,22,8.05,ES,1593452871
557,erzin,36.96,36.2,77.0,85,9,4.0,TR,1593452871
558,eyl,7.98,49.82,81.0,69,17,28.21,SO,1593452871
559,kjollefjord,70.95,27.35,44.6,65,75,21.92,NO,1593452871
560,nadvoitsy,63.87,34.32,57.04,58,0,8.72,RU,1593452871
561,kahului,20.89,-156.47,77.0,69,1,3.36,US,1593452872
562,port-gentil,-0.72,8.78,75.2,83,90,11.41,GA,1593452872
563,huambo,-12.78,15.74,60.57,33,7,3.8,AO,1593452872
564,vitim,59.45,112.56,59.67,90,99,1.63,RU,1593452872
565,port augusta,-32.5,137.77,46.4,52,0,10.29,AU,1593452873
566,byron bay,-28.65,153.62,51.01,100,81,3.36,AU,1593452873
567,fevik,58.38,8.68,57.2,87,75,8.05,NO,1593452873
568,safaga,26.73,33.94,91.4,27,19,9.17,EG,1593452873
569,oum hadjer,13.3,19.7,94.62,33,31,9.53,TD,1593452873
570,tarko-sale,64.92,77.78,55.0,88,100,18.41,RU,1593452873
571,juba,4.85,31.58,74.48,83,37,3.18,SS,1593452873
572,uaua,-9.84,-39.48,79.29,52,75,15.28,BR,1593452874
573,hovd,48.01,91.64,71.22,38,96,8.48,MN,1593452874
574,hattiesburg,31.33,-89.29,91.0,58,71,5.82,US,1593452874
575,ekhabi,53.51,142.97,46.08,93,61,2.35,RU,1593452874
576,ancud,-41.87,-73.82,50.0,71,40,3.36,CL,1593452874
577,ola,59.58,151.28,48.22,92,85,4.16,RU,1593452874
578,menongue,-14.66,17.69,59.99,34,0,4.41,AO,1593452874
579,kuruman,-27.45,23.43,47.17,51,0,5.66,ZA,1593452875
580,muros,42.78,-9.06,77.0,49,9,11.01,ES,1593452875
581,tupancireta,-29.08,-53.84,53.08,95,100,13.76,BR,1593452875
582,kampot,10.62,104.18,78.8,88,40,4.94,KH,1593452875
583,skelleftea,64.75,20.95,62.01,93,91,6.93,SE,1593452659
584,akkermanovka,51.25,58.24,53.6,93,90,6.71,RU,1593452876
585,sumter,28.71,-82.08,97.0,65,17,3.0,US,1593452876
586,smolenka,52.14,113.5,59.0,93,100,2.24,RU,1593452876
587,lazaro cardenas,17.96,-102.2,89.06,53,0,6.33,MX,1593452876
588,gander,48.97,-54.59,66.2,93,90,6.93,CA,1593452876
589,stromness,58.97,-3.3,55.4,93,98,16.11,GB,1593452696
590,saryagash,41.45,69.17,78.8,24,89,4.7,KZ,1593452877
591,nizwa,22.93,57.53,95.47,31,90,3.33,OM,1593452877
592,tromso,69.65,18.96,48.2,76,75,18.34,NO,1593452602
593,satulung,47.57,23.43,72.0,78,65,9.17,RO,1593452877
594,balabac,7.99,117.06,82.24,82,100,9.17,PH,1593452877
595,qui nhon,13.77,109.23,80.06,72,100,4.83,VN,1593452792
596,sao joao da barra,-21.64,-41.05,75.2,68,75,4.7,BR,1593452877
